subsample	bootstrap	mrca	same_city	different_city	same_country	different_country_same_continent	different_country	neighbors	not_neighbors	close_countries	distant_countries	different_continent
subsample_0124	1	(6,40]	62	273	335	313	313	299	14	313	0	0
subsample_0125	1	[0,2]	155	30	185	0	0	0	0	0	0	0
subsample_0125	1	(2,6]	111	383	494	3	3	3	0	3	0	0
subsample_0125	1	(6,40]	51	277	328	356	356	330	26	356	0	0
subsample_0126	1	[0,2]	98	25	123	0	0	0	0	0	0	0
subsample_0126	1	(2,6]	79	203	282	2	2	2	0	2	0	0
subsample_0126	1	(6,40]	68	387	455	333	333	316	17	333	0	0
subsample_0127	1	[0,2]	88	7	95	1	1	1	0	1	0	0
subsample_0127	1	(2,6]	52	144	196	7	7	7	0	7	0	0
subsample_0127	1	(6,40]	62	227	289	369	369	343	26	369	0	0
subsample_0128	1	[0,2]	132	22	154	2	2	2	0	2	0	0
subsample_0128	1	(2,6]	70	228	298	10	10	10	0	10	0	0
subsample_0128	1	(6,40]	48	288	336	294	294	252	42	294	0	0
subsample_0129	1	[0,2]	138	10	148	2	2	2	0	2	0	0
subsample_0129	1	(2,6]	66	130	196	2	2	2	0	2	0	0
subsample_0129	1	(6,40]	51	223	274	318	318	304	14	318	0	0
subsample_0130	1	[0,2]	110	9	119	0	0	0	0	0	0	0
subsample_0130	1	(2,6]	23	38	61	4	4	4	0	4	0	0
subsample_0130	1	(6,40]	102	527	629	206	206	196	10	206	0	0
subsample_0131	1	[0,2]	109	11	120	1	1	1	0	1	0	0
subsample_0131	1	(2,6]	64	162	226	8	8	8	0	8	0	0
subsample_0131	1	(6,40]	56	236	292	326	326	302	24	326	0	0
subsample_0132	1	[0,2]	127	6	133	0	0	0	0	0	0	0
subsample_0132	1	(2,6]	68	200	268	1	1	1	0	1	0	0
subsample_0132	1	(6,40]	75	224	299	275	275	272	3	275	0	0
subsample_0133	1	[0,2]	79	18	97	4	4	4	0	4	0	0
subsample_0133	1	(2,6]	24	27	51	3	3	3	0	3	0	0
subsample_0133	1	(6,40]	52	363	415	236	236	209	27	236	0	0
subsample_0134	1	[0,2]	94	16	110	0	0	0	0	0	0	0
subsample_0134	1	(2,6]	44	120	164	11	11	11	0	11	0	0
subsample_0134	1	(6,40]	50	368	418	330	330	312	18	330	0	0
subsample_0135	1	[0,2]	72	7	79	0	0	0	0	0	0	0
subsample_0135	1	(2,6]	21	21	42	8	8	8	0	8	0	0
subsample_0135	1	(6,40]	89	338	427	249	249	227	22	249	0	0
subsample_0136	1	[0,2]	145	24	169	4	4	4	0	4	0	0
subsample_0136	1	(2,6]	100	216	316	11	11	11	0	11	0	0
subsample_0136	1	(6,40]	61	306	367	374	374	339	35	374	0	0
subsample_0137	1	[0,2]	105	14	119	4	4	4	0	4	0	0
subsample_0137	1	(2,6]	76	121	197	6	6	6	0	6	0	0
subsample_0137	1	(6,40]	67	313	380	346	346	329	17	346	0	0
subsample_0138	1	[0,2]	61	11	72	4	4	4	0	4	0	0
subsample_0138	1	(2,6]	49	101	150	8	8	8	0	8	0	0
subsample_0138	1	(6,40]	55	240	295	313	313	306	7	313	0	0
subsample_0139	1	[0,2]	81	18	99	3	3	3	0	3	0	0
subsample_0139	1	(2,6]	58	129	187	7	7	7	0	7	0	0
subsample_0139	1	(6,40]	42	261	303	329	329	296	33	329	0	0
subsample_0140	1	[0,2]	160	23	183	1	1	1	0	1	0	0
subsample_0140	1	(2,6]	64	213	277	13	13	13	0	13	0	0
subsample_0140	1	(6,40]	42	258	300	227	227	225	2	227	0	0
subsample_0141	1	[0,2]	125	14	139	1	1	1	0	1	0	0
subsample_0141	1	(2,6]	54	132	186	2	2	2	0	2	0	0
subsample_0141	1	(6,40]	30	230	260	342	342	302	40	342	0	0
subsample_0142	1	[0,2]	114	31	145	1	1	1	0	1	0	0
subsample_0142	1	(2,6]	76	178	254	7	7	7	0	7	0	0
subsample_0142	1	(6,40]	55	354	409	254	254	231	23	254	0	0
subsample_0143	1	[0,2]	85	9	94	7	7	7	0	7	0	0
subsample_0143	1	(2,6]	37	120	157	12	12	12	0	12	0	0
subsample_0143	1	(6,40]	46	322	368	287	287	275	12	287	0	0
subsample_0144	1	[0,2]	113	22	135	6	6	6	0	6	0	0
subsample_0144	1	(2,6]	60	96	156	11	11	11	0	11	0	0
subsample_0144	1	(6,40]	37	206	243	413	413	375	38	413	0	0
subsample_0145	1	[0,2]	88	19	107	7	7	7	0	7	0	0
subsample_0145	1	(2,6]	38	127	165	8	8	8	0	8	0	0
subsample_0145	1	(6,40]	40	302	342	352	352	325	27	352	0	0
subsample_0146	1	[0,2]	106	14	120	0	0	0	0	0	0	0
subsample_0146	1	(2,6]	58	164	222	1	1	1	0	1	0	0
subsample_0146	1	(6,40]	63	300	363	347	347	339	8	347	0	0
subsample_0147	1	[0,2]	83	14	97	0	0	0	0	0	0	0
subsample_0147	1	(2,6]	31	116	147	4	4	4	0	4	0	0
subsample_0147	1	(6,40]	63	346	409	331	331	307	24	331	0	0
subsample_0148	1	[0,2]	95	38	133	3	3	3	0	3	0	0
subsample_0148	1	(2,6]	50	155	205	13	13	13	0	13	0	0
subsample_0148	1	(6,40]	56	376	432	392	392	329	63	392	0	0
subsample_0149	1	[0,2]	98	3	101	1	1	1	0	1	0	0
subsample_0149	1	(2,6]	21	23	44	7	7	7	0	7	0	0
subsample_0149	1	(6,40]	56	350	406	299	299	279	20	299	0	0
subsample_0150	1	[0,2]	141	22	163	3	3	3	0	3	0	0
subsample_0150	1	(2,6]	73	60	133	3	3	3	0	3	0	0
subsample_0150	1	(6,40]	46	315	361	231	231	230	1	231	0	0
subsample_0151	1	[0,2]	111	12	123	0	0	0	0	0	0	0
subsample_0151	1	(2,6]	61	49	110	4	4	4	0	4	0	0
subsample_0151	1	(6,40]	56	268	324	248	248	233	15	248	0	0
subsample_0152	1	[0,2]	65	10	75	0	0	0	0	0	0	0
subsample_0152	1	(2,6]	42	37	79	1	1	1	0	1	0	0
subsample_0152	1	(6,40]	60	333	393	238	238	228	10	238	0	0
subsample_0153	1	[0,2]	94	24	118	3	3	3	0	3	0	0
subsample_0153	1	(2,6]	57	154	211	17	17	17	0	17	0	0
subsample_0153	1	(6,40]	31	258	289	359	359	321	38	359	0	0
subsample_0154	1	[0,2]	86	14	100	3	3	3	0	3	0	0
subsample_0154	1	(2,6]	51	151	202	5	5	5	0	5	0	0
subsample_0154	1	(6,40]	51	288	339	295	295	280	15	295	0	0
subsample_0155	1	[0,2]	153	19	172	6	6	6	0	6	0	0
subsample_0155	1	(2,6]	82	198	280	13	13	13	0	13	0	0
subsample_0155	1	(6,40]	26	243	269	388	388	355	33	388	0	0
subsample_0156	1	[0,2]	138	15	153	2	2	2	0	2	0	0
subsample_0156	1	(2,6]	63	224	287	4	4	4	0	4	0	0
subsample_0156	1	(6,40]	41	332	373	404	404	387	17	404	0	0
subsample_0157	1	[0,2]	125	43	168	5	5	5	0	5	0	0
subsample_0157	1	(2,6]	64	171	235	0	0	0	0	0	0	0
subsample_0157	1	(6,40]	49	294	343	340	340	314	26	340	0	0
subsample_0158	1	[0,2]	111	10	121	3	3	3	0	3	0	0
subsample_0158	1	(2,6]	68	181	249	7	7	7	0	7	0	0
subsample_0158	1	(6,40]	38	295	333	426	426	392	34	426	0	0
subsample_0159	1	[0,2]	118	15	133	6	6	6	0	6	0	0
subsample_0159	1	(2,6]	65	141	206	2	2	2	0	2	0	0
subsample_0159	1	(6,40]	61	484	545	276	276	242	34	276	0	0
subsample_0160	1	[0,2]	125	10	135	3	3	3	0	3	0	0
subsample_0160	1	(2,6]	80	199	279	10	10	10	0	10	0	0
subsample_0160	1	(6,40]	43	337	380	381	381	349	32	381	0	0
subsample_0161	1	[0,2]	113	1	114	0	0	0	0	0	0	0
subsample_0161	1	(2,6]	58	122	180	4	4	4	0	4	0	0
subsample_0161	1	(6,40]	48	287	335	311	311	288	23	311	0	0
subsample_0162	1	[0,2]	115	19	134	1	1	1	0	1	0	0
subsample_0162	1	(2,6]	75	137	212	9	9	9	0	9	0	0
subsample_0162	1	(6,40]	55	341	396	333	333	319	14	333	0	0
subsample_0163	1	[0,2]	122	18	140	1	1	1	0	1	0	0
subsample_0163	1	(2,6]	77	212	289	9	9	9	0	9	0	0
subsample_0163	1	(6,40]	46	284	330	328	328	304	24	328	0	0
subsample_0164	1	[0,2]	115	15	130	7	7	7	0	7	0	0
subsample_0164	1	(2,6]	45	161	206	14	14	14	0	14	0	0
subsample_0164	1	(6,40]	55	293	348	341	341	306	35	341	0	0
subsample_0165	1	[0,2]	162	13	175	4	4	4	0	4	0	0
subsample_0165	1	(2,6]	94	160	254	7	7	7	0	7	0	0
subsample_0165	1	(6,40]	34	357	391	436	436	410	26	436	0	0
subsample_0166	1	[0,2]	96	6	102	0	0	0	0	0	0	0
subsample_0166	1	(2,6]	51	130	181	9	9	9	0	9	0	0
subsample_0166	1	(6,40]	44	317	361	362	362	317	45	362	0	0
subsample_0167	1	[0,2]	112	10	122	4	4	4	0	4	0	0
subsample_0167	1	(2,6]	69	168	237	7	7	7	0	7	0	0
subsample_0167	1	(6,40]	35	299	334	282	282	262	20	282	0	0
subsample_0168	1	[0,2]	90	18	108	4	4	4	0	4	0	0
subsample_0168	1	(2,6]	54	119	173	3	3	3	0	3	0	0
subsample_0168	1	(6,40]	57	353	410	336	336	320	16	336	0	0
subsample_0169	1	[0,2]	88	10	98	2	2	2	0	2	0	0
subsample_0169	1	(2,6]	73	156	229	7	7	7	0	7	0	0
subsample_0169	1	(6,40]	44	256	300	373	373	320	53	373	0	0
subsample_0170	1	[0,2]	152	16	168	3	3	3	0	3	0	0
subsample_0170	1	(2,6]	73	173	246	5	5	5	0	5	0	0
subsample_0170	1	(6,40]	56	290	346	355	355	331	24	355	0	0
subsample_0171	1	[0,2]	93	10	103	12	12	12	0	12	0	0
subsample_0171	1	(2,6]	30	92	122	8	8	8	0	8	0	0
subsample_0171	1	(6,40]	45	354	399	348	348	330	18	348	0	0
subsample_0172	1	[0,2]	113	13	126	1	1	1	0	1	0	0
subsample_0172	1	(2,6]	86	174	260	4	4	4	0	4	0	0
subsample_0172	1	(6,40]	60	342	402	303	303	259	44	303	0	0
subsample_0173	1	[0,2]	119	11	130	5	5	5	0	5	0	0
subsample_0173	1	(2,6]	81	150	231	6	6	6	0	6	0	0
subsample_0173	1	(6,40]	45	186	231	325	325	313	12	325	0	0
subsample_0174	1	[0,2]	100	10	110	0	0	0	0	0	0	0
subsample_0174	1	(2,6]	61	137	198	8	8	8	0	8	0	0
subsample_0174	1	(6,40]	37	435	472	270	270	245	25	270	0	0
subsample_0175	1	[0,2]	106	15	121	4	4	4	0	4	0	0
subsample_0175	1	(2,6]	67	186	253	9	9	9	0	9	0	0
subsample_0175	1	(6,40]	60	529	589	310	310	307	3	310	0	0
subsample_0176	1	[0,2]	76	23	99	2	2	2	0	2	0	0
subsample_0176	1	(2,6]	75	165	240	5	5	5	0	5	0	0
subsample_0176	1	(6,40]	77	376	453	332	332	317	15	332	0	0
subsample_0177	1	[0,2]	89	13	102	0	0	0	0	0	0	0
subsample_0177	1	(2,6]	23	91	114	8	8	8	0	8	0	0
subsample_0177	1	(6,40]	52	354	406	343	343	312	31	343	0	0
subsample_0178	1	[0,2]	93	5	98	0	0	0	0	0	0	0
subsample_0178	1	(2,6]	22	28	50	12	12	12	0	12	0	0
subsample_0178	1	(6,40]	74	404	478	339	339	296	43	339	0	0
subsample_0179	1	[0,2]	105	8	113	4	4	4	0	4	0	0
subsample_0179	1	(2,6]	70	149	219	5	5	5	0	5	0	0
subsample_0179	1	(6,40]	33	295	328	280	280	265	15	280	0	0
subsample_0180	1	[0,2]	132	24	156	10	10	10	0	10	0	0
subsample_0180	1	(2,6]	67	359	426	10	10	10	0	10	0	0
subsample_0180	1	(6,40]	42	233	275	319	319	290	29	319	0	0
subsample_0181	1	[0,2]	82	20	102	0	0	0	0	0	0	0
subsample_0181	1	(2,6]	64	129	193	5	5	5	0	5	0	0
subsample_0181	1	(6,40]	30	221	251	293	293	250	43	293	0	0
subsample_0182	1	[0,2]	78	30	108	0	0	0	0	0	0	0
subsample_0182	1	(2,6]	102	155	257	4	4	4	0	4	0	0
subsample_0182	1	(6,40]	48	407	455	339	339	306	33	339	0	0
subsample_0183	1	[0,2]	121	30	151	9	9	9	0	9	0	0
subsample_0183	1	(2,6]	79	276	355	13	13	13	0	13	0	0
subsample_0183	1	(6,40]	27	269	296	340	340	296	44	340	0	0
subsample_0184	1	[0,2]	92	12	104	4	4	4	0	4	0	0
subsample_0184	1	(2,6]	84	147	231	6	6	6	0	6	0	0
subsample_0184	1	(6,40]	47	262	309	356	356	335	21	356	0	0
subsample_0185	1	[0,2]	117	15	132	0	0	0	0	0	0	0
subsample_0185	1	(2,6]	59	146	205	6	6	6	0	6	0	0
subsample_0185	1	(6,40]	66	352	418	383	383	366	17	383	0	0
subsample_0186	1	[0,2]	136	14	150	0	0	0	0	0	0	0
subsample_0186	1	(2,6]	81	181	262	0	0	0	0	0	0	0
subsample_0186	1	(6,40]	56	270	326	306	306	289	17	306	0	0
subsample_0187	1	[0,2]	52	18	70	0	0	0	0	0	0	0
subsample_0187	1	(2,6]	34	37	71	2	2	2	0	2	0	0
subsample_0187	1	(6,40]	101	354	455	250	250	223	27	250	0	0
subsample_0188	1	[0,2]	115	21	136	2	2	2	0	2	0	0
subsample_0188	1	(2,6]	100	174	274	5	5	5	0	5	0	0
subsample_0188	1	(6,40]	56	401	457	448	448	421	27	448	0	0
subsample_0189	1	[0,2]	97	18	115	1	1	1	0	1	0	0
subsample_0189	1	(2,6]	81	195	276	8	8	8	0	8	0	0
subsample_0189	1	(6,40]	45	295	340	359	359	331	28	359	0	0
subsample_0190	1	[0,2]	93	11	104	3	3	3	0	3	0	0
subsample_0190	1	(2,6]	54	175	229	6	6	6	0	6	0	0
subsample_0190	1	(6,40]	57	246	303	337	337	320	17	337	0	0
subsample_0191	1	[0,2]	94	25	119	0	0	0	0	0	0	0
subsample_0191	1	(2,6]	40	68	108	10	10	10	0	10	0	0
subsample_0191	1	(6,40]	68	377	445	319	319	269	50	319	0	0
subsample_0192	1	[0,2]	119	8	127	7	7	7	0	7	0	0
subsample_0192	1	(2,6]	75	173	248	3	3	3	0	3	0	0
subsample_0192	1	(6,40]	45	299	344	449	449	437	12	449	0	0
subsample_0193	1	[0,2]	67	8	75	4	4	4	0	4	0	0
subsample_0193	1	(2,6]	61	120	181	9	9	9	0	9	0	0
subsample_0193	1	(6,40]	56	272	328	303	303	285	18	303	0	0
subsample_0194	1	[0,2]	74	35	109	9	9	9	0	9	0	0
subsample_0194	1	(2,6]	69	171	240	3	3	3	0	3	0	0
subsample_0194	1	(6,40]	49	386	435	380	380	378	2	380	0	0
subsample_0195	1	[0,2]	109	9	118	1	1	1	0	1	0	0
subsample_0195	1	(2,6]	31	154	185	3	3	3	0	3	0	0
subsample_0195	1	(6,40]	59	267	326	390	390	342	48	390	0	0
subsample_0196	1	[0,2]	83	14	97	2	2	2	0	2	0	0
subsample_0196	1	(2,6]	58	164	222	6	6	6	0	6	0	0
subsample_0196	1	(6,40]	57	354	411	368	368	329	39	368	0	0
subsample_0197	1	[0,2]	152	25	177	3	3	3	0	3	0	0
subsample_0197	1	(2,6]	74	64	138	9	9	9	0	9	0	0
subsample_0197	1	(6,40]	72	519	591	296	296	280	16	296	0	0
subsample_0198	1	[0,2]	115	29	144	2	2	2	0	2	0	0
subsample_0198	1	(2,6]	60	302	362	4	4	4	0	4	0	0
subsample_0198	1	(6,40]	48	275	323	379	379	362	17	379	0	0
subsample_0199	1	[0,2]	134	22	156	0	0	0	0	0	0	0
subsample_0199	1	(2,6]	15	19	34	6	6	6	0	6	0	0
subsample_0199	1	(6,40]	93	377	470	233	233	211	22	233	0	0
subsample_0200	1	[0,2]	102	31	133	0	0	0	0	0	0	0
subsample_0200	1	(2,6]	72	139	211	6	6	6	0	6	0	0
subsample_0200	1	(6,40]	36	220	256	339	339	322	17	339	0	0
subsample_0201	1	[0,2]	102	13	115	1	1	1	0	1	0	0
subsample_0201	1	(2,6]	42	186	228	5	5	5	0	5	0	0
subsample_0201	1	(6,40]	58	360	418	305	305	291	14	305	0	0
subsample_0202	1	[0,2]	69	17	86	4	4	4	0	4	0	0
subsample_0202	1	(2,6]	48	120	168	9	9	9	0	9	0	0
subsample_0202	1	(6,40]	61	378	439	339	339	295	44	339	0	0
subsample_0203	1	[0,2]	117	17	134	4	4	4	0	4	0	0
subsample_0203	1	(2,6]	81	161	242	11	11	11	0	11	0	0
subsample_0203	1	(6,40]	44	463	507	328	328	307	21	328	0	0
subsample_0204	1	[0,2]	79	13	92	0	0	0	0	0	0	0
subsample_0204	1	(2,6]	11	29	40	7	7	7	0	7	0	0
subsample_0204	1	(6,40]	89	408	497	254	254	240	14	254	0	0
subsample_0205	1	[0,2]	98	16	114	0	0	0	0	0	0	0
subsample_0205	1	(2,6]	58	143	201	22	22	22	0	22	0	0
subsample_0205	1	(6,40]	42	219	261	286	286	269	17	286	0	0
subsample_0206	1	[0,2]	144	34	178	1	1	1	0	1	0	0
subsample_0206	1	(2,6]	115	190	305	2	2	2	0	2	0	0
subsample_0206	1	(6,40]	28	184	212	352	352	322	30	352	0	0
subsample_0207	1	[0,2]	84	26	110	7	7	7	0	7	0	0
subsample_0207	1	(2,6]	49	146	195	14	14	14	0	14	0	0
subsample_0207	1	(6,40]	59	375	434	375	375	361	14	375	0	0
subsample_0208	1	[0,2]	117	12	129	4	4	4	0	4	0	0
subsample_0208	1	(2,6]	25	36	61	5	5	5	0	5	0	0
subsample_0208	1	(6,40]	136	398	534	304	304	282	22	304	0	0
subsample_0209	1	[0,2]	131	7	138	1	1	1	0	1	0	0
subsample_0209	1	(2,6]	77	232	309	0	0	0	0	0	0	0
subsample_0209	1	(6,40]	46	366	412	396	396	393	3	396	0	0
subsample_0210	1	[0,2]	113	26	139	2	2	2	0	2	0	0
subsample_0210	1	(2,6]	67	185	252	7	7	7	0	7	0	0
subsample_0210	1	(6,40]	48	280	328	308	308	282	26	308	0	0
subsample_0211	1	[0,2]	66	13	79	0	0	0	0	0	0	0
subsample_0211	1	(2,6]	25	9	34	7	7	7	0	7	0	0
subsample_0211	1	(6,40]	79	381	460	253	253	242	11	253	0	0
subsample_0212	1	[0,2]	116	5	121	3	3	3	0	3	0	0
subsample_0212	1	(2,6]	68	121	189	7	7	7	0	7	0	0
subsample_0212	1	(6,40]	35	362	397	393	393	364	29	393	0	0
subsample_0213	1	[0,2]	146	1	147	3	3	3	0	3	0	0
subsample_0213	1	(2,6]	74	115	189	1	1	1	0	1	0	0
subsample_0213	1	(6,40]	44	308	352	261	261	218	43	261	0	0
subsample_0214	1	[0,2]	91	15	106	3	3	3	0	3	0	0
subsample_0214	1	(2,6]	41	199	240	4	4	4	0	4	0	0
subsample_0214	1	(6,40]	53	280	333	344	344	339	5	344	0	0
subsample_0215	1	[0,2]	73	9	82	4	4	4	0	4	0	0
subsample_0215	1	(2,6]	49	104	153	16	16	16	0	16	0	0
subsample_0215	1	(6,40]	36	308	344	413	413	363	50	413	0	0
subsample_0216	1	[0,2]	114	11	125	0	0	0	0	0	0	0
subsample_0216	1	(2,6]	55	169	224	2	2	2	0	2	0	0
subsample_0216	1	(6,40]	41	318	359	291	291	275	16	291	0	0
subsample_0217	1	[0,2]	133	12	145	2	2	2	0	2	0	0
subsample_0217	1	(2,6]	75	264	339	4	4	4	0	4	0	0
subsample_0217	1	(6,40]	29	267	296	374	374	324	50	374	0	0
subsample_0218	1	[0,2]	60	15	75	4	4	4	0	4	0	0
subsample_0218	1	(2,6]	69	133	202	3	3	3	0	3	0	0
subsample_0218	1	(6,40]	62	412	474	305	305	301	4	305	0	0
subsample_0219	1	[0,2]	70	6	76	0	0	0	0	0	0	0
subsample_0219	1	(2,6]	41	104	145	3	3	3	0	3	0	0
subsample_0219	1	(6,40]	32	240	272	205	205	173	32	205	0	0
subsample_0220	1	[0,2]	114	32	146	0	0	0	0	0	0	0
subsample_0220	1	(2,6]	62	206	268	11	11	11	0	11	0	0
subsample_0220	1	(6,40]	40	308	348	329	329	300	29	329	0	0
subsample_0221	1	[0,2]	113	13	126	1	1	1	0	1	0	0
subsample_0221	1	(2,6]	76	171	247	2	2	2	0	2	0	0
subsample_0221	1	(6,40]	47	278	325	330	330	304	26	330	0	0
subsample_0222	1	[0,2]	136	49	185	11	11	11	0	11	0	0
subsample_0222	1	(2,6]	73	270	343	18	18	18	0	18	0	0
subsample_0222	1	(6,40]	25	252	277	363	363	324	39	363	0	0
subsample_0223	1	[0,2]	122	12	134	1	1	1	0	1	0	0
subsample_0223	1	(2,6]	82	178	260	4	4	4	0	4	0	0
subsample_0223	1	(6,40]	33	196	229	388	388	349	39	388	0	0
subsample_0224	1	[0,2]	105	18	123	0	0	0	0	0	0	0
subsample_0224	1	(2,6]	77	117	194	4	4	4	0	4	0	0
subsample_0224	1	(6,40]	62	309	371	326	326	306	20	326	0	0
subsample_0225	1	[0,2]	127	11	138	3	3	3	0	3	0	0
subsample_0225	1	(2,6]	34	210	244	5	5	5	0	5	0	0
subsample_0225	1	(6,40]	51	400	451	355	355	342	13	355	0	0
subsample_0226	1	[0,2]	52	11	63	0	0	0	0	0	0	0
subsample_0226	1	(2,6]	43	117	160	3	3	3	0	3	0	0
subsample_0226	1	(6,40]	74	245	319	310	310	292	18	310	0	0
subsample_0227	1	[0,2]	62	13	75	0	0	0	0	0	0	0
subsample_0227	1	(2,6]	58	122	180	4	4	4	0	4	0	0
subsample_0227	1	(6,40]	67	237	304	251	251	237	14	251	0	0
subsample_0228	1	[0,2]	85	3	88	2	2	2	0	2	0	0
subsample_0228	1	(2,6]	51	166	217	9	9	9	0	9	0	0
subsample_0228	1	(6,40]	79	238	317	416	416	402	14	416	0	0
subsample_0229	1	[0,2]	131	15	146	1	1	1	0	1	0	0
subsample_0229	1	(2,6]	62	135	197	8	8	8	0	8	0	0
subsample_0229	1	(6,40]	49	316	365	294	294	294	0	294	0	0
subsample_0230	1	[0,2]	90	24	114	0	0	0	0	0	0	0
subsample_0230	1	(2,6]	65	150	215	6	6	6	0	6	0	0
subsample_0230	1	(6,40]	66	234	300	354	354	338	16	354	0	0
subsample_0231	1	[0,2]	121	8	129	6	6	6	0	6	0	0
subsample_0231	1	(2,6]	30	42	72	7	7	7	0	7	0	0
subsample_0231	1	(6,40]	60	348	408	311	311	271	40	311	0	0
subsample_0232	1	[0,2]	99	26	125	2	2	2	0	2	0	0
subsample_0232	1	(2,6]	62	120	182	8	8	8	0	8	0	0
subsample_0232	1	(6,40]	59	384	443	408	408	378	30	408	0	0
subsample_0233	1	[0,2]	112	13	125	8	8	8	0	8	0	0
subsample_0233	1	(2,6]	84	180	264	4	4	4	0	4	0	0
subsample_0233	1	(6,40]	35	434	469	319	319	279	40	319	0	0
subsample_0234	1	[0,2]	85	21	106	0	0	0	0	0	0	0
subsample_0234	1	(2,6]	54	169	223	0	0	0	0	0	0	0
subsample_0234	1	(6,40]	48	192	240	320	320	320	0	320	0	0
subsample_0235	1	[0,2]	90	8	98	4	4	4	0	4	0	0
subsample_0235	1	(2,6]	63	136	199	8	8	8	0	8	0	0
subsample_0235	1	(6,40]	35	269	304	284	284	266	18	284	0	0
subsample_0236	1	[0,2]	88	29	117	0	0	0	0	0	0	0
subsample_0236	1	(2,6]	26	20	46	9	9	9	0	9	0	0
subsample_0236	1	(6,40]	85	368	453	272	272	244	28	272	0	0
subsample_0237	1	[0,2]	79	19	98	0	0	0	0	0	0	0
subsample_0237	1	(2,6]	41	144	185	4	4	4	0	4	0	0
subsample_0237	1	(6,40]	45	373	418	347	347	316	31	347	0	0
subsample_0238	1	[0,2]	136	13	149	0	0	0	0	0	0	0
subsample_0238	1	(2,6]	33	26	59	0	0	0	0	0	0	0
subsample_0238	1	(6,40]	119	361	480	347	347	311	36	347	0	0
subsample_0239	1	[0,2]	84	25	109	0	0	0	0	0	0	0
subsample_0239	1	(2,6]	34	30	64	1	1	1	0	1	0	0
subsample_0239	1	(6,40]	101	355	456	232	232	201	31	232	0	0
subsample_0240	1	[0,2]	94	19	113	0	0	0	0	0	0	0
subsample_0240	1	(2,6]	22	28	50	3	3	3	0	3	0	0
subsample_0240	1	(6,40]	92	327	419	262	262	254	8	262	0	0
subsample_0241	1	[0,2]	76	5	81	5	5	5	0	5	0	0
subsample_0241	1	(2,6]	54	90	144	18	18	18	0	18	0	0
subsample_0241	1	(6,40]	67	293	360	368	368	348	20	368	0	0
subsample_0242	1	[0,2]	73	13	86	0	0	0	0	0	0	0
subsample_0242	1	(2,6]	19	19	38	15	15	15	0	15	0	0
subsample_0242	1	(6,40]	57	386	443	215	215	181	34	215	0	0
subsample_0243	1	[0,2]	154	17	171	5	5	5	0	5	0	0
subsample_0243	1	(2,6]	71	226	297	6	6	6	0	6	0	0
subsample_0243	1	(6,40]	50	402	452	308	308	287	21	308	0	0
subsample_0244	1	[0,2]	165	17	182	8	8	8	0	8	0	0
subsample_0244	1	(2,6]	63	259	322	5	5	5	0	5	0	0
subsample_0244	1	(6,40]	50	494	544	295	295	294	1	295	0	0
subsample_0245	1	[0,2]	119	17	136	2	2	2	0	2	0	0
subsample_0245	1	(2,6]	74	195	269	4	4	4	0	4	0	0
subsample_0245	1	(6,40]	46	380	426	411	411	378	33	411	0	0
subsample_0246	1	[0,2]	109	18	127	6	6	6	0	6	0	0
subsample_0246	1	(2,6]	53	246	299	3	3	3	0	3	0	0
subsample_0246	1	(6,40]	35	346	381	336	336	311	25	336	0	0
subsample_0247	1	[0,2]	94	15	109	4	4	4	0	4	0	0
subsample_0247	1	(2,6]	62	164	226	4	4	4	0	4	0	0
subsample_0247	1	(6,40]	54	241	295	343	343	337	6	343	0	0
subsample_0248	1	[0,2]	97	10	107	3	3	3	0	3	0	0
subsample_0248	1	(2,6]	79	102	181	3	3	3	0	3	0	0
subsample_0248	1	(6,40]	83	254	337	301	301	277	24	301	0	0
subsample_0249	1	[0,2]	141	9	150	1	1	1	0	1	0	0
subsample_0249	1	(2,6]	72	181	253	6	6	6	0	6	0	0
subsample_0249	1	(6,40]	54	323	377	259	259	244	15	259	0	0
